S Low Q Fit Demo Data
S Channel 2;   11:12:01 AM 1/16/2007
S DAQ: PCI-6221; 16 bits; Max ADC Rate 250kHz, Max ETS 20MHz
S Sampling: Eff. Rate 1.00MHz;  ADC Rate 250kHz; Frames 4; Samples 1000
S Trigger Delays: Ch1 0.0000S, Ch2 0.0000S; Sweeps averaged: 11
S Voltage Offsets: Ch1 0.000V, Ch2 0.000V
S Voltage Resolution: Ch1 32uV, Ch2 160uV
S Time (ms)         	Amplitude (V)       	sig Amplitude (V)   
0.790000            	-0.1477616          	0.0000597           
0.791000            	-0.1487634          	0.0000387           
0.792000            	-0.1480869          	0.0000406           
0.793000            	-0.1459810          	0.0000324           
0.794000            	-0.1423746          	0.0000601           
0.795000            	-0.1372939          	0.0000435           
0.796000            	-0.1308813          	0.0000620           
0.797000            	-0.1230356          	0.0000563           
0.798000            	-0.1139976          	0.0000783           
0.799000            	-0.1039430          	0.0000665           
0.800000            	-0.09274195         	0.0000795           
0.801000            	-0.08067014         	0.0000655           
0.802000            	-0.06783837         	0.0000859           
0.803000            	-0.05437236         	0.0000996           
0.804000            	-0.04059242         	0.0000694           
0.805000            	-0.02627405         	0.0000907           
0.806000            	-0.01165412         	0.0000919           
0.807000            	0.002837705         	0.0000897           
0.808000            	0.01708718          	0.0000832           
0.809000            	0.03133189          	0.0000695           
0.810000            	0.04525673          	0.0000785           
0.811000            	0.05842851          	0.0000856           
0.812000            	0.07090943          	0.0000637           
0.813000            	0.08276438          	0.0000779           
0.814000            	0.09371302          	0.0000740           
0.815000            	0.1034908           	0.0000673           
0.816000            	0.1121612           	0.0000654           
0.817000            	0.1197094           	0.0000624           
0.818000            	0.1259817           	0.0000522           
0.819000            	0.1309598           	0.0000677           
0.820000            	0.1344374           	0.0000369           
0.821000            	0.1366447           	0.0000533           
0.822000            	0.1375151           	0.0000474           
0.823000            	0.1368307           	0.0000331           
0.824000            	0.1347649           	0.0000434           
0.825000            	0.1314257           	0.0000496           
0.826000            	0.1266834           	0.0000489           
0.827000            	0.1207197           	0.0000515           
0.828000            	0.1135169           	0.0000576           
0.829000            	0.1052078           	0.0000666           
0.830000            	0.09580687          	0.0000521           
0.831000            	0.08564232          	0.0000699           
0.832000            	0.07451509          	0.0000627           
0.833000            	0.06275655          	0.0000852           
0.834000            	0.05032715          	0.0000684           
0.835000            	0.03754772          	0.0000711           
0.836000            	0.02450224          	0.0000866           
0.837000            	0.01124306          	0.0000807           
0.838000            	-0.002197186        	0.0000722           
0.839000            	-0.01526343         	0.0000705           
0.840000            	-0.02820914         	0.0000844           
0.841000            	-0.04079296         	0.0000938           
0.842000            	-0.05295665         	0.0000719           
0.843000            	-0.06426433         	0.0000720           
0.844000            	-0.07499491         	0.0000782           
0.845000            	-0.08481936         	0.0000805           
0.846000            	-0.09395310         	0.0000495           
0.847000            	-0.1018475          	0.0000517           
0.848000            	-0.1085337          	0.0000543           
0.849000            	-0.1142080          	0.0000622           
0.850000            	-0.1187629          	0.0000387           
0.851000            	-0.1218944          	0.0000466           
0.852000            	-0.1238182          	0.0000436           
0.853000            	-0.1244235          	0.0000443           
0.854000            	-0.1237737          	0.0000516           
0.855000            	-0.1217631          	0.0000354           
0.856000            	-0.1186273          	0.0000349           
0.857000            	-0.1142299          	0.0000308           
0.858000            	-0.1086387          	0.0000541           
0.859000            	-0.1020026          	0.0000547           
0.860000            	-0.09433359         	0.0000522           
0.861000            	-0.08567926         	0.0000542           
0.862000            	-0.07624055         	0.0000623           
0.863000            	-0.06609134         	0.0000751           
0.864000            	-0.05528096         	0.0000682           
0.865000            	-0.04393999         	0.0000556           
0.866000            	-0.03223174         	0.0000770           
0.867000            	-0.02021387         	0.0000690           
0.868000            	-0.008181404        	0.0000721           
0.869000            	0.004073653         	0.0000718           
0.870000            	0.01610074          	0.0000673           
0.871000            	0.02791419          	0.0000667           
0.872000            	0.03944859          	0.0000537           
0.873000            	0.05048773          	0.0000738           
0.874000            	0.06096983          	0.0000607           
0.875000            	0.07071784          	0.0000647           
0.876000            	0.07964363          	0.0000521           
0.877000            	0.08788419          	0.0000653           
0.878000            	0.09507573          	0.0000539           
0.879000            	0.1012367           	0.0000457           
0.880000            	0.1062907           	0.0000525           
0.881000            	0.1103545           	0.0000454           
0.882000            	0.1131487           	0.0000470           
0.883000            	0.1148402           	0.0000491           
0.884000            	0.1153315           	0.0000369           
0.885000            	0.1146319           	0.0000454           
0.886000            	0.1127512           	0.0000358           
0.887000            	0.1097475           	0.0000524           
0.888000            	0.1056031           	0.0000496           
0.889000            	0.1004986           	0.0000460           
0.890000            	0.09433411          	0.0000591           
0.891000            	0.08724359          	0.0000625           
0.892000            	0.07926929          	0.0000563           
0.893000            	0.07067165          	0.0000553           
0.894000            	0.06118208          	0.0000652           
0.895000            	0.05133190          	0.0000669           
0.896000            	0.04085521          	0.0000620           
0.897000            	0.03014727          	0.0000753           
0.898000            	0.01903060          	0.0000728           
0.899000            	0.008031527         	0.0000761           
0.900000            	-0.003160300        	0.0000790           
0.901000            	-0.01415691         	0.0000662           
0.902000            	-0.02503085         	0.0000745           
0.903000            	-0.03546731         	0.0000668           
0.904000            	-0.04548387         	0.0000618           
0.905000            	-0.05500958         	0.0000600           
0.906000            	-0.06397060         	0.0000507           
0.907000            	-0.07207045         	0.0000589           
0.908000            	-0.07940099         	0.0000598           
0.909000            	-0.08599754         	0.0000514           
0.910000            	-0.09156520         	0.0000560           
0.911000            	-0.09619323         	0.0000444           
0.912000            	-0.09973745         	0.0000467           
0.913000            	-0.1022518          	0.0000539           
0.914000            	-0.1037731          	0.0000517           
0.915000            	-0.1041678          	0.0000534           
0.916000            	-0.1034275          	0.0000400           
0.917000            	-0.1015692          	0.0000435           
0.918000            	-0.09883784         	0.0000456           
0.919000            	-0.09501029         	0.0000463           
0.920000            	-0.09017134         	0.0000340           
0.921000            	-0.08452003         	0.0000399           
0.922000            	-0.07800945         	0.0000601           
0.923000            	-0.07066992         	0.0000635           
0.924000            	-0.06267097         	0.0000497           
0.925000            	-0.05407947         	0.0000482           
0.926000            	-0.04488318         	0.0000700           
0.927000            	-0.03543191         	0.0000720           
0.928000            	-0.02558158         	0.0000608           
0.929000            	-0.01547773         	0.0000684           
0.930000            	-0.005253176        	0.0000752           
0.931000            	0.004912000         	0.0000654           
0.932000            	0.01489991          	0.0000655           
0.933000            	0.02484319          	0.0000688           
0.934000            	0.03450254          	0.0000654           
0.935000            	0.04367375          	0.0000706           
0.936000            	0.05229864          	0.0000616           
0.937000            	0.06042373          	0.0000526           
0.938000            	0.06785332          	0.0000509           
0.939000            	0.07454284          	0.0000651           
0.940000            	0.08045287          	0.0000418           
0.941000            	0.08554099          	0.0000467           
0.942000            	0.08973187          	0.0000424           
0.943000            	0.09295401          	0.0000471           
0.944000            	0.09508370          	0.0000448           
0.945000            	0.09644781          	0.0000483           
0.946000            	0.09671737          	0.0000375           
0.947000            	0.09602677          	0.0000561           
0.948000            	0.09425028          	0.0000486           
0.949000            	0.09165340          	0.0000371           
0.950000            	0.08807625          	0.0000455           
0.951000            	0.08367101          	0.0000510           
0.952000            	0.07832830          	0.0000536           
0.953000            	0.07241786          	0.0000463           
0.954000            	0.06558302          	0.0000477           
0.955000            	0.05827122          	0.0000548           
0.956000            	0.05031002          	0.0000550           
0.957000            	0.04196109          	0.0000745           
0.958000            	0.03312376          	0.0000729           
0.959000            	0.02414178          	0.0000570           
0.960000            	0.01484620          	0.0000724           
0.961000            	0.005532922         	0.0000582           
0.962000            	-0.003797036        	0.0000642           
0.963000            	-0.01297648         	0.0000544           
0.964000            	-0.02197220         	0.0000702           
0.965000            	-0.03070381         	0.0000746           
0.966000            	-0.03910946         	0.0000513           
0.967000            	-0.04700977         	0.0000587           
0.968000            	-0.05437476         	0.0000550           
0.969000            	-0.06109725         	0.0000609           
0.970000            	-0.06722631         	0.0000478           
0.971000            	-0.07258719         	0.0000445           
0.972000            	-0.07715561         	0.0000477           
0.973000            	-0.08092494         	0.0000453           
0.974000            	-0.08389784         	0.0000358           
0.975000            	-0.08579412         	0.0000470           
0.976000            	-0.08690999         	0.0000415           
0.977000            	-0.08705059         	0.0000342           
0.978000            	-0.08639177         	0.0000456           
0.979000            	-0.08472350         	0.0000428           
0.980000            	-0.08230113         	0.0000424           
0.981000            	-0.07901144         	0.0000502           
0.982000            	-0.07489388         	0.0000467           
0.983000            	-0.06997931         	0.0000464           
0.984000            	-0.06442083         	0.0000457           
0.985000            	-0.05818684         	0.0000424           
0.986000            	-0.05140880         	0.0000544           
0.987000            	-0.04413367         	0.0000695           
0.988000            	-0.03650945         	0.0000446           
0.989000            	-0.02845311         	0.0000537           
0.990000            	-0.02013315         	0.0000585           
0.991000            	-0.01168186         	0.0000747           
0.992000            	-0.003226523        	0.0000466           
0.993000            	0.005301258         	0.0000516           
0.994000            	0.01381776          	0.0000631           
0.995000            	0.02208938          	0.0000523           
0.996000            	0.02998190          	0.0000518           
0.997000            	0.03764213          	0.0000552           
0.998000            	0.04487881          	0.0000574           
0.999000            	0.05158494          	0.0000597           
