# 365.119
# Spectrum #00021	3:09:05 PM 4/26/2018
# Narrow scan: start 729.5nm, end 730.75nm
# Monochromator settings: Grating: 1200 lines/mm; Slits: entrance 15um, exit 15um.
# DAQ device: PCI-6221; ADC bits: 16; Settling time: 10ms
# ADC input range: 10V max, -10V min. Sampling: 100 samples at 6.0006k/second.
# Wavelength (nm)    Signal (V)
729.5                0.018075
729.508118           0.018724
729.516236           0.018143
729.524354           0.017156
729.532472           0.01825
729.54059            0.018325
729.548707           0.017053
729.556825           0.018065
729.564943           0.017945
729.573061           0.01938
729.581179           0.017916
729.589297           0.017114
729.597414           0.017994
729.605532           0.017384
729.61365            0.016319
729.621768           0.016404
729.629885           0.017127
729.638003           0.018075
729.646121           0.01837
729.654239           0.018458
729.662356           0.018137
729.670474           0.019396
729.678592           0.01889
729.686709           0.016481
729.694827           0.017513
729.702944           0.017887
729.711062           0.017666
729.71918            0.018474
729.727297           0.017481
729.735415           0.018669
729.743532           0.018834
729.75165            0.018143
729.759767           0.018607
729.767885           0.018591
729.776002           0.018812
729.78412            0.019068
729.792237           0.019474
729.800355           0.017647
729.808472           0.01776
729.81659            0.018659
729.824707           0.01875
729.832824           0.017955
729.840942           0.018799
729.849059           0.01715
729.857176           0.018954
729.865294           0.018078
729.873411           0.018237
729.881528           0.016949
729.889646           0.020032
729.897763           0.020253
729.90588            0.019341
729.913998           0.021901
729.922115           0.021934
729.930232           0.019084
729.938349           0.021301
729.946466           0.020629
729.954584           0.019717
729.962701           0.019454
729.970818           0.021031
729.978935           0.021729
729.987052           0.020522
729.995169           0.02169
730.003286           0.021969
730.011403           0.022963
730.019521           0.023952
730.027638           0.023582
730.035755           0.024316
730.043872           0.025364
730.051989           0.02565
730.060106           0.025549
730.068223           0.024728
730.07634            0.025624
730.084457           0.027392
730.092574           0.029508
730.10069            0.030751
730.108807           0.03476
730.116924           0.043152
730.125041           0.071364
730.133158           0.106648
730.141275           0.190091
730.149392           0.307489
730.157509           0.443114
730.165625           0.578029
730.173742           0.700137
730.181859           0.821414
730.189976           0.943872
730.198093           1.081402
730.206209           1.235208
730.214326           1.413429
730.222443           1.600977
730.23056            1.793458
730.238676           1.969391
730.246793           2.129577
730.25491            2.243302
730.263026           2.331593
730.271143           2.398728
730.279259           2.461893
730.287376           2.503025
730.295493           2.475011
730.303609           2.402574
730.311726           2.270642
730.319842           2.074707
730.327959           1.855231
730.336075           1.610525
730.344192           1.34881
730.352308           1.102744
730.360425           0.871529
730.368541           0.681511
730.376658           0.523263
730.384774           0.405737
730.392891           0.319718
730.401007           0.254044
730.409124           0.206123
730.41724            0.169515
730.425356           0.140115
730.433473           0.119672
730.441589           0.102955
730.449705           0.090366
730.457822           0.080455
730.465938           0.072818
730.474054           0.066431
730.482171           0.061664
730.490287           0.058227
730.498403           0.054083
730.506519           0.051084
730.514636           0.047728
730.522752           0.047556
730.530868           0.044207
730.538984           0.040893
730.5471             0.03965
730.555216           0.038093
730.563333           0.035545
730.571449           0.037073
730.579565           0.035451
730.587681           0.033572
730.595797           0.033017
730.603913           0.032082
730.612029           0.033409
730.620145           0.030492
730.628261           0.030063
730.636377           0.029314
730.644493           0.027811
730.652609           0.027461
730.660725           0.028837
730.668841           0.028635
730.676957           0.026276
730.685073           0.026325
730.693189           0.028038
730.701305           0.024381
730.709421           0.024186
730.717537           0.026007
730.725652           0.024731
730.733768           0.023878
730.741884           0.022015
730.75               0.023823
