Energy (MeV)	S mean	sigmean
1.274	859.2100308704269	0.48052685950168667
0.661	458.2078153382509	0.13539617172918728
0.122	86.40529963227996	0.09248876948407445
1.173	797.1327491214431	0.2630159862708877
1.332	901.4365696967917	0.2598036712286994
