# H1312
# Spectrum #00078	5:04:28 PM 4/26/2018
# Narrow scan: start 1311.84nm, end 1314.34nm
# Monochromator settings: Grating: 1200 lines/mm; Slits: entrance 50um, exit 50um.
# DAQ device: PCI-6221; ADC bits: 16; Settling time: 10ms
# ADC input range: 10V max, -10V min. Sampling: 100 samples at 6.0006k/second.
# Wavelength (nm)    Signal (V)
1311.84              0.03005
1311.845549          0.030008
1311.851098          0.023748
1311.856647          0.025348
1311.862195          0.029969
1311.867744          0.025835
1311.873293          0.029106
1311.878841          0.030174
1311.88439           0.019886
1311.889939          0.02809
1311.895487          0.028752
1311.901036          0.02713
1311.906585          0.023871
1311.912133          0.028739
1311.917682          0.03057
1311.92323           0.032082
1311.928779          0.029538
1311.934327          0.02845
1311.939876          0.026107
1311.945424          0.028519
1311.950972          0.031735
1311.956521          0.029431
1311.962069          0.029762
1311.967617          0.038109
1311.973166          0.025909
1311.978714          0.027
1311.984262          0.029385
1311.98981           0.02639
1311.995359          0.032361
1312.000907          0.022609
1312.006455          0.025322
1312.012003          0.028609
1312.017551          0.025659
1312.023099          0.023086
1312.028647          0.029025
1312.034195          0.031874
1312.039743          0.027026
1312.045291          0.032063
1312.050839          0.022346
1312.056387          0.025922
1312.061935          0.025049
1312.067483          0.032037
1312.073031          0.026724
1312.078578          0.028295
1312.084126          0.025377
1312.089674          0.029132
1312.095222          0.02922
1312.100769          0.022859
1312.106317          0.026743
1312.111865          0.030648
1312.117412          0.032202
1312.12296           0.028399
1312.128508          0.024926
1312.134055          0.028567
1312.139603          0.029314
1312.14515           0.022424
1312.150698          0.030047
1312.156245          0.035311
1312.161793          0.024345
1312.16734           0.030268
1312.172887          0.032001
1312.178435          0.026192
1312.183982          0.029109
1312.189529          0.030433
1312.195077          0.034055
1312.200624          0.033335
1312.206171          0.035983
1312.211718          0.02944
1312.217266          0.030073
1312.222813          0.030381
1312.22836           0.030872
1312.233907          0.029538
1312.239454          0.033062
1312.245001          0.029187
1312.250548          0.041309
1312.256095          0.037041
1312.261642          0.03547
1312.267189          0.039644
1312.272736          0.034192
1312.278283          0.044236
1312.28383           0.04408
1312.289377          0.040098
1312.294924          0.038488
1312.30047           0.041322
1312.306017          0.042863
1312.311564          0.034558
1312.317111          0.050678
1312.322657          0.056815
1312.328204          0.045956
1312.333751          0.058454
1312.339297          0.058555
1312.344844          0.077248
1312.350391          0.076713
1312.355937          0.085345
1312.361484          0.086374
1312.36703           0.122018
1312.372577          0.120126
1312.378123          0.147264
1312.38367           0.153505
1312.389216          0.191304
1312.394762          0.217219
1312.400309          0.214457
1312.405855          0.25446
1312.411401          0.308869
1312.416948          0.384707
1312.422494          0.471612
1312.42804           0.528595
1312.433586          0.724389
1312.439133          0.875761
1312.444679          1.010643
1312.450225          1.05122
1312.455771          1.492828
1312.461317          1.712642
1312.466863          1.938833
1312.472409          2.114392
1312.477955          2.314124
1312.483501          2.519584
1312.489047          2.443726
1312.494593          2.554287
1312.500139          2.603805
1312.505685          2.543723
1312.511231          2.759814
1312.516777          2.491618
1312.522322          2.293512
1312.527868          2.068785
1312.533414          1.890519
1312.53896           1.684864
1312.544505          1.314156
1312.550051          1.081529
1312.555597          0.804122
1312.561142          0.673174
1312.566688          0.571606
1312.572234          0.402343
1312.577779          0.357624
1312.583325          0.297688
1312.58887           0.227948
1312.594416          0.18041
1312.599961          0.130635
1312.605507          0.107258
1312.611052          0.082898
1312.616597          0.072497
1312.622143          0.074587
1312.627688          0.062001
1312.633233          0.063556
1312.638779          0.051369
1312.644324          0.049432
1312.649869          0.054586
1312.655414          0.050062
1312.66096           0.046738
1312.666505          0.05799
1312.67205           0.043545
1312.677595          0.043129
1312.68314           0.047764
1312.688685          0.061515
1312.69423           0.065364
1312.699775          0.049007
1312.70532           0.055491
1312.710865          0.061021
1312.71641           0.059879
1312.721955          0.0778
1312.7275            0.08937
1312.733045          0.084898
1312.73859           0.084586
1312.744134          0.085037
1312.749679          0.101527
1312.755224          0.09762
1312.760769          0.11408
1312.766313          0.155517
1312.771858          0.152785
1312.777403          0.188445
1312.782947          0.226329
1312.788492          0.271547
1312.794037          0.330798
1312.799581          0.398214
1312.805126          0.381397
1312.81067           0.580826
1312.816215          0.604102
1312.821759          0.64134
1312.827304          0.815634
1312.832848          0.8025
1312.838392          0.915576
1312.843937          0.954391
1312.849481          0.961427
1312.855025          1.084992
1312.86057           1.028973
1312.866114          1.106833
1312.871658          1.073795
1312.877202          1.003555
1312.882747          1.064215
1312.888291          0.858012
1312.893835          0.803937
1312.899379          0.696012
1312.904923          0.620131
1312.910467          0.466773
1312.916011          0.396699
1312.921555          0.318128
1312.927099          0.32716
1312.932643          0.254125
1312.938187          0.205444
1312.943731          0.175145
1312.949275          0.115739
1312.954819          0.102897
1312.960363          0.08592
1312.965906          0.075671
1312.97145           0.066104
1312.976994          0.058597
1312.982538          0.056397
1312.988081          0.049792
1312.993625          0.048478
1312.999169          0.04236
1313.004712          0.037265
1313.010256          0.039585
1313.0158            0.038498
1313.021343          0.046696
1313.026887          0.035435
1313.03243           0.034724
1313.037974          0.030748
1313.043517          0.041013
1313.049061          0.026656
1313.054604          0.034529
1313.060147          0.031975
1313.065691          0.037749
1313.071234          0.034734
1313.076777          0.028525
1313.082321          0.022291
1313.087864          0.033718
1313.093407          0.033542
1313.09895           0.033984
1313.104494          0.028691
1313.110037          0.027762
1313.11558           0.030862
1313.121123          0.034519
1313.126666          0.027493
1313.132209          0.027941
1313.137752          0.033796
1313.143295          0.033179
1313.148838          0.027113
1313.154381          0.032287
1313.159924          0.03585
1313.165467          0.025786
1313.17101           0.034571
1313.176553          0.030985
1313.182096          0.024433
1313.187638          0.034587
1313.193181          0.030495
1313.198724          0.032053
1313.204267          0.030437
1313.209809          0.038589
1313.215352          0.035444
1313.220895          0.026033
1313.226437          0.027886
1313.23198           0.030498
1313.237523          0.025517
1313.243065          0.028103
1313.248608          0.026753
1313.25415           0.030878
1313.259693          0.025809
1313.265235          0.027071
1313.270778          0.026753
1313.27632           0.019146
1313.281862          0.027048
1313.287405          0.028252
1313.292947          0.020379
1313.298489          0.026445
1313.304032          0.023576
1313.309574          0.022073
1313.315116          0.02685
1313.320658          0.032484
1313.326201          0.02132
1313.331743          0.027269
1313.337285          0.023268
1313.342827          0.029667
1313.348369          0.030842
1313.353911          0.022703
1313.359453          0.031384
1313.364995          0.027782
1313.370537          0.024582
1313.376079          0.026059
1313.381621          0.025575
1313.387163          0.02688
1313.392705          0.030453
1313.398247          0.031086
1313.403789          0.025416
1313.40933           0.021265
1313.414872          0.026458
1313.420414          0.024033
