# H845
# Spectrum #00058	4:31:06 PM 4/26/2018
# Narrow scan: start 844.5nm, end 845.75nm
# Monochromator settings: Grating: 1200 lines/mm; Slits: entrance 15um, exit 15um.
# DAQ device: PCI-6221; ADC bits: 16; Settling time: 10ms
# ADC input range: 10V max, -10V min. Sampling: 100 samples at 6.0006k/second.
# Wavelength (nm)    Signal (V)
844.5                0.115911
844.507814           0.114382
844.515628           0.120409
844.523441           0.114651
844.531255           0.112909
844.539069           0.116508
844.546882           0.114635
844.554696           0.116352
844.56251            0.113522
844.570323           0.113571
844.578137           0.11595
844.585951           0.117657
844.593764           0.120279
844.601578           0.122096
844.609391           0.11567
844.617205           0.112146
844.625019           0.114645
844.632832           0.118004
844.640646           0.119231
844.648459           0.118526
844.656273           0.122314
844.664086           0.129658
844.671899           0.124657
844.679713           0.122502
844.687526           0.122207
844.69534            0.114353
844.703153           0.113363
844.710966           0.117001
844.71878            0.12331
844.726593           0.120188
844.734406           0.120655
844.74222            0.118569
844.750033           0.126124
844.757846           0.137119
844.765659           0.135795
844.773473           0.136567
844.781286           0.130366
844.789099           0.138145
844.796912           0.135286
844.804725           0.134406
844.812539           0.130908
844.820352           0.134143
844.828165           0.128746
844.835978           0.126656
844.843791           0.126786
844.851604           0.130972
844.859417           0.131131
844.86723            0.134351
844.875043           0.137544
844.882856           0.138677
844.890669           0.145791
844.898482           0.149523
844.906295           0.155988
844.914108           0.161194
844.921921           0.172335
844.929734           0.179358
844.937547           0.189906
844.94536            0.197805
844.953173           0.203627
844.960985           0.218254
844.968798           0.238836
844.976611           0.263651
844.984424           0.267282
844.992237           0.277307
845.000049           0.287702
845.007862           0.28446
845.015675           0.297286
845.023488           0.292301
845.0313             0.300648
845.039113           0.295602
845.046926           0.293946
845.054738           0.277531
845.062551           0.277408
845.070364           0.266335
845.078176           0.250484
845.085989           0.243672
845.093801           0.228535
845.101614           0.21459
845.109426           0.195747
845.117239           0.178696
845.125051           0.168109
845.132864           0.166289
845.140676           0.153736
845.148489           0.142912
845.156301           0.142623
845.164114           0.135097
845.171926           0.130745
845.179739           0.124404
845.187551           0.119971
845.195363           0.123398
845.203176           0.119627
845.210988           0.123959
845.2188             0.122882
845.226613           0.133838
845.234425           0.128412
845.242237           0.128733
845.250049           0.121992
845.257862           0.120749
845.265674           0.120331
845.273486           0.120026
845.281298           0.124121
845.28911            0.124306
845.296923           0.1286
845.304735           0.130567
845.312547           0.131722
845.320359           0.136217
845.328171           0.131005
845.335983           0.134867
845.343795           0.130398
845.351607           0.128405
845.359419           0.129957
845.367231           0.136042
845.375043           0.135269
845.382855           0.132981
845.390667           0.128013
845.398479           0.126617
845.406291           0.128516
845.414103           0.134935
845.421915           0.131764
845.429727           0.134513
845.437539           0.135552
845.44535            0.132715
845.453162           0.124728
845.460974           0.127188
845.468786           0.123534
845.476598           0.123482
845.484409           0.126231
845.492221           0.121486
845.500033           0.123927
845.507845           0.12343
845.515656           0.124641
845.523468           0.124767
845.53128            0.123313
845.539091           0.122161
845.546903           0.127036
845.554715           0.125092
845.562526           0.129496
845.570338           0.130366
845.578149           0.127672
845.585961           0.121084
845.593773           0.119883
845.601584           0.128697
845.609396           0.123638
845.617207           0.118267
845.625019           0.120808
845.63283            0.126961
845.640641           0.124417
845.648453           0.125192
845.656264           0.12147
845.664076           0.119364
845.671887           0.117105
845.679698           0.124745
845.68751            0.127432
845.695321           0.124988
845.703132           0.124592
845.710944           0.126023
845.718755           0.126909
845.726566           0.130593
845.734378           0.135759
845.742189           0.132527
845.75               0.129989
