# Photomultiplier 700V, Amplifier 1uA x3
# Spectrum #00014	2:53:02 PM 4/26/2018
# Wide scan: start 750nm, end 1249.79nm
# Monochromator settings: Grating: 1200 lines/mm; Slits: entrance 20um, exit 20um.
# DAQ device: PCI-6221; ADC bits: 16; Settling time: 10ms
# ADC input range: 10V max, -10V min. Sampling: 100 samples at 6.0006k/second.
# Wavelength (nm)    Signal (V)
750                  0.06228
750.41               0.063936
750.82               0.092193
751.23               0.10855
751.64               0.091943
752.05               0.083216
752.46               0.075213
752.87               0.071332
753.28               0.065464
753.69               0.064776
754.1                0.065114
754.51               0.066058
754.92               0.061862
755.33               0.06059
755.74               0.063105
756.15               0.063497
756.56               0.061758
756.97               0.064487
757.38               0.065003
757.79               0.062462
758.2                0.060801
758.61               0.059892
759.02               0.060739
759.43               0.06143
759.84               0.061047
760.25               0.060788
760.66               0.06033
761.07               0.06169
761.48               0.058126
761.89               0.058814
762.3                0.055358
762.71               0.062537
763.12               0.061028
763.53               0.059593
763.94               0.10694
764.35               0.115287
764.76               0.089892
765.17               0.078842
765.58               0.067285
765.99               0.065704
766.4                0.066091
766.81               0.064189
767.22               0.067713
767.63               0.06365
768.04               0.060528
768.45               0.059989
768.86               0.06019
769.27               0.059217
769.68               0.05985
770.09               0.063202
770.5                0.062719
770.91               0.060512
771.32               0.061917
771.73               0.060512
772.14               0.063358
772.55               0.079014
772.96               0.09674
773.37               0.08664
773.78               0.074785
774.19               0.067162
774.6                0.061618
775.01               0.060901
775.42               0.060074
775.83               0.061089
776.24               0.061437
776.65               0.062144
777.06               0.061346
777.47               0.065669
777.88               0.062858
778.29               0.062232
778.7                0.064614
779.11               0.060875
779.52               0.061385
779.93               0.061391
780.34               0.060564
780.75               0.057656
781.16               0.055848
781.57               0.056108
781.98               0.056731
782.39               0.061433
782.8                0.061914
783.21               0.059918
783.62               0.057841
784.03               0.059778
784.44               0.058561
784.85               0.060492
785.26               0.06155
785.67               0.063238
786.08               0.058282
786.49               0.063627
786.9                0.060593
787.31               0.060632
787.72               0.058272
788.13               0.057497
788.54               0.05785
788.95               0.058857
789.36               0.060625
789.77               0.06253
790.18               0.061216
790.59               0.05847
791                  0.058892
791.41               0.057503
791.82               0.057688
792.23               0.05837
792.64               0.059538
793.05               0.059746
793.46               0.058337
793.87               0.055309
794.28               0.056867
794.69               0.057055
795.1                0.064481
795.51               0.071825
795.92               0.06683
796.33               0.063196
796.74               0.061167
797.15               0.060833
797.56               0.062073
797.97               0.058921
798.38               0.061508
798.79               0.057922
799.2                0.057766
799.61               0.057906
800.02               0.058607
800.43               0.058827
800.84               0.065539
801.25               0.066856
801.66               0.064257
802.07               0.06414
802.48               0.063322
802.89               0.057192
803.3                0.059454
803.71               0.059506
804.12               0.058087
804.53               0.059139
804.94               0.06032
805.35               0.059048
805.76               0.061579
806.17               0.060447
806.58               0.057169
806.99               0.057792
807.4                0.060333
807.81               0.05774
808.22               0.057828
808.63               0.05798
809.04               0.05958
809.45               0.066506
809.86               0.387751
810.27               0.274474
810.68               0.198752
811.09               0.150208
811.5                0.112642
811.91               0.138959
812.32               0.158227
812.73               0.11569
813.14               0.089818
813.55               0.077225
813.96               0.06881
814.37               0.061758
814.78               0.062702
815.19               0.057971
815.6                0.057779
816.01               0.085638
816.42               0.080451
816.83               0.07189
817.24               0.069563
817.65               0.065218
818.06               0.060018
818.47               0.058857
818.88               0.057601
819.29               0.056474
819.7                0.054861
820.11               0.055783
820.52               0.054053
820.93               0.053437
821.34               0.054897
821.75               0.055105
822.16               0.054209
822.57               0.057977
822.98               0.057403
823.39               0.056056
823.8                0.056682
824.21               0.056066
824.62               0.057075
825.03               0.055429
825.44               0.052729
825.85               0.055147
826.26               0.055436
826.67               0.074496
827.08               0.09146
827.49               0.077732
827.9                0.067557
828.31               0.063861
828.72               0.060203
829.13               0.05689
829.54               0.053125
829.95               0.059129
830.36               0.06034
830.77               0.058415
831.18               0.055095
831.59               0.051457
832                  0.053729
832.41               0.055777
832.82               0.05811
833.23               0.0553
833.64               0.057555
834.05               0.057114
834.46               0.053975
834.87               0.054719
835.28               0.053271
835.69               0.051175
836.1                0.051515
836.51               0.05776
836.92               0.056805
837.33               0.055076
837.74               0.053998
838.15               0.050724
838.56               0.054151
838.97               0.051178
839.38               0.050675
839.79               0.052879
840.2                0.051408
840.61               0.052152
841.02               0.057876
841.43               0.064682
841.84               0.058282
842.25               0.057461
842.66               0.060113
843.07               0.058039
843.48               0.058483
843.89               0.056238
844.3                0.054686
844.71               0.051996
845.12               0.054199
845.53               0.052255
845.94               0.053625
846.35               0.052995
846.76               0.054722
847.17               0.051282
847.58               0.05272
847.99               0.050568
848.4                0.050873
848.81               0.05161
849.22               0.050899
849.63               0.049503
850.04               0.053346
850.45               0.053537
850.86               0.055147
851.27               0.058698
851.68               0.058081
852.09               0.057435
852.5                0.056393
852.91               0.054913
853.32               0.053586
853.73               0.052486
854.14               0.057279
854.55               0.052197
854.96               0.05256
855.37               0.054904
855.78               0.053096
856.19               0.054248
856.6                0.055777
857.01               0.053576
857.42               0.051376
857.83               0.054044
858.24               0.052892
858.65               0.051421
859.06               0.053966
859.47               0.053223
859.88               0.05601
860.29               0.054972
860.7                0.054667
861.11               0.054329
861.52               0.056091
861.93               0.055257
862.34               0.051165
862.75               0.054975
863.16               0.04889
863.57               0.048254
863.98               0.048601
864.39               0.050087
864.8                0.053865
865.21               0.053339
865.62               0.052999
866.03               0.049951
866.44               0.043876
866.85               0.045722
867.26               0.050779
867.67               0.049529
868.08               0.052372
868.49               0.051636
868.9                0.053606
869.31               0.050123
869.72               0.054164
870.13               0.053865
870.54               0.053674
870.95               0.052989
871.36               0.052882
871.77               0.074126
872.18               0.319591
872.59               0.22011
873                  0.149098
873.41               0.106096
873.82               0.087085
874.23               0.074344
874.64               0.066013
875.05               0.062125
875.46               0.058302
875.87               0.055614
876.28               0.056559
876.69               0.053797
877.1                0.052392
877.51               0.051077
877.92               0.05024
878.33               0.05147
878.74               0.049919
879.15               0.051642
879.56               0.052106
879.97               0.051636
880.38               0.052074
880.79               0.052882
881.2                0.049146
881.61               0.052866
882.02               0.048582
882.43               0.049685
882.84               0.05086
883.25               0.050055
883.66               0.048721
884.07               0.048426
884.48               0.052973
884.89               0.051155
885.3                0.049338
885.71               0.047546
886.12               0.047462
886.53               0.046865
886.94               0.047459
887.35               0.050818
887.76               0.052324
888.17               0.053606
888.58               0.054342
888.99               0.051314
889.4                0.049091
889.81               0.050389
890.22               0.049795
890.63               0.052716
891.04               0.051486
891.45               0.054027
891.86               0.052333
892.27               0.051584
892.68               0.050905
893.09               0.051269
893.5                0.050493
893.91               0.048384
894.32               0.048244
894.73               0.049841
895.14               0.050068
895.55               0.050195
895.96               0.049494
896.37               0.051856
896.78               0.054433
897.19               0.053927
897.6                0.053505
898.01               0.050003
898.42               0.050428
898.83               0.051259
899.24               0.050036
899.65               0.052366
900.06               0.05087
900.47               0.0506
900.88               0.050318
901.29               0.050805
901.7                0.049351
902.11               0.05097
902.52               0.051457
902.93               0.054173
903.34               0.053197
903.75               0.051113
904.16               0.049487
904.57               0.05013
904.98               0.047329
905.39               0.044908
905.8                0.049409
906.21               0.054865
906.62               0.052366
907.03               0.05282
907.44               0.051749
907.85               0.050227
908.26               0.049656
908.67               0.04655
909.08               0.048432
909.49               0.048455
909.9                0.048883
910.31               0.047121
910.72               0.049328
911.13               0.052755
911.54               0.05026
911.95               0.049133
912.36               0.049815
912.77               0.050626
913.18               0.051668
913.59               0.050633
914                  0.052668
914.41               0.054177
914.82               0.049546
915.23               0.049646
915.64               0.046076
916.05               0.047644
916.46               0.048504
916.87               0.048614
917.28               0.046725
917.69               0.047907
918.1                0.048351
918.51               0.049429
918.92               0.046732
919.33               0.050474
919.74               0.048611
920.15               0.047975
920.56               0.04717
920.97               0.047718
921.38               0.04644
921.79               0.047576
922.2                0.046433
922.61               0.046725
923.02               0.048338
923.43               0.051704
923.84               0.04767
924.25               0.047105
924.66               0.045336
925.07               0.046076
925.48               0.049529
925.89               0.048776
926.3                0.048997
926.71               0.052197
927.12               0.052255
927.53               0.050571
927.94               0.050983
928.35               0.049867
928.76               0.052849
929.17               0.048965
929.58               0.050704
929.99               0.051162
930.4                0.051425
930.81               0.055283
931.22               0.05271
931.63               0.0522
932.04               0.049101
932.45               0.052388
932.86               0.052797
933.27               0.05111
933.68               0.049065
934.09               0.051197
934.5                0.051944
934.91               0.051197
935.32               0.049442
935.73               0.047553
936.14               0.046352
936.55               0.048796
936.96               0.050503
937.37               0.050146
937.78               0.04925
938.19               0.099421
938.6                0.079179
939.01               0.066324
939.42               0.061644
939.83               0.324726
940.24               0.50736
940.65               0.31559
941.06               0.203981
941.47               0.138135
941.88               0.103318
942.29               0.081935
942.7                0.066704
943.11               0.05945
943.52               0.056659
943.93               0.054803
944.34               0.053914
944.75               0.053388
945.16               0.054436
945.57               0.053943
945.98               0.053648
946.39               0.054167
946.8                0.055575
947.21               0.052178
947.62               0.051389
948.03               0.050555
948.44               0.051334
948.85               0.051655
949.26               0.049283
949.67               0.052113
950.08               0.048981
950.49               0.048926
950.9                0.04815
951.31               0.048835
951.72               0.048387
952.13               0.050013
952.54               0.05185
952.95               0.052369
953.36               0.047845
953.77               0.049419
954.18               0.051905
954.59               0.051363
955                  0.050776
955.41               0.050201
955.82               0.044979
956.23               0.043113
956.64               0.045255
957.05               0.045148
957.46               0.047666
957.87               0.049802
958.28               0.052155
958.69               0.051632
959.1                0.050935
959.51               0.046777
959.92               0.047121
960.33               0.050821
960.74               0.048682
961.15               0.049013
961.56               0.050844
961.97               0.049718
962.38               0.051447
962.79               0.054848
963.2                0.051116
963.61               0.04951
964.02               0.049166
964.43               0.051665
964.84               0.048595
965.25               0.047861
965.66               0.047774
966.07               0.045116
966.48               0.049098
966.89               0.049474
967.3                0.049257
967.71               0.04704
968.12               0.044353
968.53               0.043937
968.94               0.046985
969.35               0.048101
969.76               0.049481
970.17               0.047946
970.58               0.046855
970.99               0.05196
971.4                0.051561
971.81               0.048767
972.22               0.048932
972.63               0.047858
973.04               0.053206
973.45               0.054475
973.86               0.053138
974.27               0.052233
974.68               0.052833
975.09               0.057029
975.5                0.055588
975.91               0.051532
976.32               0.050016
976.73               0.051262
977.14               0.051944
977.55               0.053709
977.96               0.05073
978.37               0.046342
978.78               0.047563
979.19               0.047939
979.6                0.049834
980.01               0.05072
980.42               0.046472
980.83               0.04581
981.24               0.050555
981.65               0.048922
982.06               0.052749
982.47               0.051438
982.88               0.051194
983.29               0.049834
983.7                0.04755
984.11               0.049653
984.52               0.05293
984.93               0.056212
985.34               0.05491
985.75               0.054394
986.16               0.05075
986.57               0.050574
986.98               0.051217
987.39               0.050707
987.8                0.051006
988.21               0.048137
988.62               0.044272
989.03               0.049042
989.44               0.044087
989.85               0.046404
990.26               0.046453
990.67               0.048215
991.08               0.049055
991.49               0.051392
991.9                0.050905
992.31               0.049104
992.72               0.049893
993.13               0.051457
993.54               0.048475
993.95               0.050597
994.36               0.050779
994.77               0.051051
995.18               0.049263
995.59               0.052723
996                  0.049536
996.41               0.050023
996.82               0.048316
997.23               0.046774
997.64               0.047543
998.05               0.051197
998.46               0.053472
998.87               0.050879
999.28               0.049971
999.69               0.054047
1000.1               0.053388
1000.51              0.051963
1000.92              0.050772
1001.33              0.049399
1001.74              0.048144
1002.15              0.050188
1002.56              0.048591
1002.97              0.052093
1003.38              0.053135
1003.79              0.053979
1004.2               0.052882
1004.61              0.050922
1005.02              0.052642
1005.43              0.050928
1005.84              0.053625
1006.25              0.05122
1006.66              0.051444
1007.07              0.049633
1007.48              0.050172
1007.89              0.051986
1008.3               0.052969
1008.71              0.05147
1009.12              0.046644
1009.53              0.051295
1009.94              0.049062
1010.35              0.049821
1010.76              0.048082
1011.17              0.048007
1011.58              0.047916
1011.99              0.050474
1012.4               0.04864
1012.81              0.048604
1013.22              0.049604
1013.63              0.052311
1014.04              0.050753
1014.45              0.049558
1014.86              0.04962
1015.27              0.049945
1015.68              0.049607
1016.09              0.049335
1016.5               0.049354
1016.91              0.050214
1017.32              0.050928
1017.73              0.048046
1018.14              0.047722
1018.55              0.046647
1018.96              0.047864
1019.37              0.049412
1019.78              0.050545
1020.19              0.052687
1020.6               0.053485
1021.01              0.051175
1021.42              0.050999
1021.83              0.049818
1022.24              0.053213
1022.65              0.052892
1023.06              0.049156
1023.47              0.049412
1023.88              0.045317
1024.29              0.048494
1024.7               0.049753
1025.11              0.048621
1025.52              0.05013
1025.93              0.047939
1026.34              0.046852
1026.75              0.048569
1027.16              0.050052
1027.57              0.04961
1027.98              0.050289
1028.39              0.049516
1028.8               0.049419
1029.21              0.051162
1029.62              0.049464
1030.03              0.04939
1030.44              0.048734
1030.85              0.049964
1031.26              0.051227
1031.67              0.047825
1032.08              0.049425
1032.49              0.050591
1032.9               0.047946
1033.31              0.046433
1033.72              0.053054
1034.13              0.051642
1034.54              0.053765
1034.95              0.052904
1035.36              0.053511
1035.77              0.052161
1036.18              0.053914
1036.59              0.05112
1037                 0.05135
1037.41              0.049351
1037.82              0.049938
1038.23              0.048747
1038.64              0.04889
1039.05              0.046719
1039.46              0.047498
1039.87              0.050169
1040.28              0.051201
1040.69              0.051931
1041.1               0.050428
1041.51              0.047621
1041.92              0.049159
1042.33              0.050422
1042.74              0.048559
1043.15              0.048053
1043.56              0.046673
1043.97              0.048491
1044.38              0.050091
1044.79              0.049455
1045.2               0.049133
1045.61              0.049864
1046.02              0.05072
1046.43              0.04902
1046.84              0.049266
1047.25              0.051502
1047.66              0.049633
1048.07              0.050279
1048.48              0.048189
1048.89              0.047696
1049.3               0.049396
1049.71              0.053859
1050.12              0.049062
1050.53              0.049198
1050.94              0.050574
1051.35              0.051678
1051.76              0.052616
1052.17              0.051464
1052.58              0.051129
1052.99              0.050691
1053.4               0.048481
1053.81              0.0506
1054.22              0.051295
1054.63              0.048965
1055.04              0.048212
1055.45              0.047559
1055.86              0.049399
1056.27              0.048685
1056.68              0.047968
1057.09              0.048462
1057.5               0.048481
1057.91              0.049935
1058.32              0.050594
1058.73              0.049367
1059.14              0.051441
1059.55              0.04826
1059.96              0.050785
1060.37              0.049309
1060.78              0.049886
1061.19              0.048978
1061.6               0.046758
1062.01              0.046219
1062.42              0.047355
1062.83              0.048958
1063.24              0.049682
1063.65              0.046563
1064.06              0.048023
1064.47              0.050694
1064.88              0.04986
1065.29              0.047124
1065.7               0.049941
1066.11              0.052788
1066.52              0.051662
1066.93              0.053115
1067.34              0.051107
1067.75              0.051772
1068.16              0.050925
1068.57              0.048043
1068.98              0.046599
1069.39              0.048663
1069.8               0.052995
1070.21              0.053102
1070.62              0.051272
1071.03              0.046891
1071.44              0.047637
1071.85              0.046485
1072.26              0.048205
1072.67              0.0489
1073.08              0.048789
1073.49              0.04866
1073.9               0.047939
1074.31              0.050052
1074.72              0.047897
1075.13              0.045979
1075.54              0.049068
1075.95              0.051048
1076.36              0.050107
1076.77              0.047965
1077.18              0.04632
1077.59              0.048452
1078                 0.049688
1078.41              0.05258
1078.82              0.051288
1079.23              0.050925
1079.64              0.050347
1080.05              0.052067
1080.46              0.052509
1080.87              0.053612
1081.28              0.050019
1081.69              0.048163
1082.1               0.048507
1082.51              0.048614
1082.92              0.045927
1083.33              0.046482
1083.74              0.047433
1084.15              0.049941
1084.56              0.04877
1084.97              0.050448
1085.38              0.047868
1085.79              0.049403
1086.2               0.0479
1086.61              0.052035
1087.02              0.050724
1087.43              0.048757
1087.84              0.050594
1088.25              0.047783
1088.66              0.051038
1089.07              0.052109
1089.48              0.048053
1089.89              0.049893
1090.3               0.048994
1090.71              0.052051
1091.12              0.047949
1091.53              0.051441
1091.94              0.047316
1092.35              0.057429
1092.76              0.140825
1093.17              0.108355
1093.58              0.087932
1093.99              0.075629
1094.4               0.066201
1094.81              0.063968
1095.22              0.067054
1095.63              0.276402
1096.04              0.192096
1096.45              0.131719
1096.86              0.206681
1097.27              0.214535
1097.68              0.143565
1098.09              0.106833
1098.5               0.084774
1098.91              0.069271
1099.32              0.246194
1099.73              0.36504
1100.14              0.228941
1100.55              0.151574
1100.96              0.110455
1101.37              0.086566
1101.78              0.069836
1102.19              0.061823
1102.6               0.057253
1103.01              0.055283
1103.42              0.053875
1103.83              0.054332
1104.24              0.055945
1104.65              0.05527
1105.06              0.054037
1105.47              0.053307
1105.88              0.049403
1106.29              0.04877
1106.7               0.05087
1107.11              0.052002
1107.52              0.047988
1107.93              0.050772
1108.34              0.053563
1108.75              0.054316
1109.16              0.049348
1109.57              0.055627
1109.98              0.052784
1110.39              0.050318
1110.8               0.053313
1111.21              0.051061
1111.62              0.049831
1112.03              0.048994
1112.44              0.050578
1112.85              0.051181
1113.26              0.051674
1113.67              0.048965
1114.08              0.053382
1114.49              0.052872
1114.9               0.053359
1115.31              0.052203
1115.72              0.052395
1116.13              0.051064
1116.54              0.051577
1116.95              0.050766
1117.36              0.047368
1117.77              0.04976
1118.18              0.051295
1118.59              0.053346
1119                 0.05099
1119.41              0.050649
1119.82              0.048698
1120.23              0.050266
1120.64              0.0489
1121.05              0.048939
1121.46              0.046634
1121.87              0.051872
1122.28              0.049769
1122.69              0.050873
1123.1               0.052022
1123.51              0.053057
1123.92              0.056809
1124.33              0.05049
1124.74              0.050532
1125.15              0.049185
1125.56              0.052194
1125.97              0.052528
1126.38              0.054995
1126.79              0.055319
1127.2               0.052752
1127.61              0.050509
1128.02              0.049458
1128.43              0.046975
1128.84              0.047319
1129.25              0.046268
1129.66              0.047423
1130.07              0.051863
1130.48              0.053138
1130.89              0.051006
1131.3               0.051418
1131.71              0.055962
1132.12              0.052171
1132.53              0.054751
1132.94              0.052129
1133.35              0.050444
1133.76              0.052836
1134.17              0.054031
1134.58              0.053888
1134.99              0.053281
1135.4               0.055141
1135.81              0.051126
1136.22              0.049831
1136.63              0.04839
1137.04              0.052343
1137.45              0.05478
1137.86              0.056153
1138.27              0.056731
1138.68              0.052716
1139.09              0.053463
1139.5               0.049653
1139.91              0.053972
1140.32              0.053281
1140.73              0.054225
1141.14              0.056961
1141.55              0.057036
1141.96              0.056442
1142.37              0.055202
1142.78              0.050857
1143.19              0.048799
1143.6               0.049568
1144.01              0.050279
1144.42              0.051035
1144.83              0.052314
1145.24              0.052496
1145.65              0.05517
1146.06              0.05675
1146.47              0.052713
1146.88              0.055261
1147.29              0.051366
1147.7               0.051477
1148.11              0.052541
1148.52              0.053768
1148.93              0.056007
1149.34              0.055102
1149.75              0.053249
1150.16              0.054362
1150.57              0.052028
1150.98              0.053453
1151.39              0.052223
1151.8               0.050655
1152.21              0.052869
1152.62              0.051379
1153.03              0.054615
1153.44              0.055277
1153.85              0.056374
1154.26              0.087961
1154.67              0.096234
1155.08              0.080357
1155.49              0.06624
1155.9               0.061268
1156.31              0.057552
1156.72              0.05615
1157.13              0.053755
1157.54              0.05467
1157.95              0.055663
1158.36              0.090892
1158.77              0.124485
1159.18              0.095536
1159.59              0.077829
1160                 0.067054
1160.41              0.061914
1160.82              0.05886
1161.23              0.054394
1161.64              0.05111
1162.05              0.049627
1162.46              0.05222
1162.87              0.051905
1163.28              0.049562
1163.69              0.051687
1164.1               0.052762
1164.51              0.05099
1164.92              0.049893
1165.33              0.050552
1165.74              0.049023
1166.15              0.047663
1166.56              0.049533
1166.97              0.052645
1167.38              0.05099
1167.79              0.053047
1168.2               0.056406
1168.61              0.056922
1169.02              0.056455
1169.43              0.055459
1169.84              0.055533
1170.25              0.05468
1170.66              0.054845
1171.07              0.053411
1171.48              0.054297
1171.89              0.052187
1172.3               0.052684
1172.71              0.050983
1173.12              0.053524
1173.53              0.052434
1173.94              0.052914
1174.35              0.052158
1174.76              0.054926
1175.17              0.055085
1175.58              0.052603
1175.99              0.05395
1176.4               0.054177
1176.81              0.054832
1177.22              0.053933
1177.63              0.054673
1178.04              0.052934
1178.45              0.056468
1178.86              0.054375
1179.27              0.053625
1179.68              0.056017
1180.09              0.057153
1180.5               0.055868
1180.91              0.054573
1181.32              0.053972
1181.73              0.051266
1182.14              0.047699
1182.55              0.049007
1182.96              0.049867
1183.37              0.049575
1183.78              0.051227
1184.19              0.052914
1184.6               0.052113
1185.01              0.053067
1185.42              0.05293
1185.83              0.05272
1186.24              0.053995
1186.65              0.051191
1187.06              0.051113
1187.47              0.053333
1187.88              0.053635
1188.29              0.051587
1188.7               0.049877
1189.11              0.048961
1189.52              0.05232
1189.93              0.052904
1190.34              0.055202
1190.75              0.055446
1191.16              0.050769
1191.57              0.05294
1191.98              0.053281
1192.39              0.054517
1192.8               0.051905
1193.21              0.053054
1193.62              0.052395
1194.03              0.054534
1194.44              0.056348
1194.85              0.057893
1195.26              0.053261
1195.67              0.050613
1196.08              0.051168
1196.49              0.048439
1196.9               0.05048
1197.31              0.056328
1197.72              0.053414
1198.13              0.050938
1198.54              0.049227
1198.95              0.049893
1199.36              0.048471
1199.77              0.053401
1200.18              0.051006
1200.59              0.053219
1201                 0.052233
1201.41              0.052483
1201.82              0.054725
1202.23              0.05208
1202.64              0.052395
1203.05              0.052976
1203.46              0.051791
1203.87              0.049948
1204.28              0.052031
1204.69              0.057795
1205.1               0.057532
1205.51              0.053985
1205.92              0.048462
1206.33              0.051704
1206.74              0.052606
1207.15              0.052742
1207.56              0.053287
1207.97              0.056721
1208.38              0.05207
1208.79              0.051535
1209.2               0.050451
1209.61              0.051256
1210.02              0.054092
