Record Length,2500,Points,-13.2000E-3,0.0,
Sample Interval,20.0000E-6,s,-13.1800E-3,-20.0000E-3,
Trigger Point,660.000013,Samples,-13.1600E-3,-20.0000E-3,
,,,-13.1400E-3,0.0,
,,,-13.1200E-3,0.0,
,,,-13.1000E-3,0.0,
Source,CH1,,-13.0800E-3,0.0,
Vertical Units,Volts,,-13.0600E-3,0.0,
Vertical Scale,499.999989E-3,,-13.0400E-3,-20.0000E-3,
Vertical Offset,0,,-13.0200E-3,-20.0000E-3,
Horizontal Units,s,,-13.0000E-3,0.0,
Horizontal Scale,5.00000E-3,,-12.9800E-3,0.0,
Pt Fmt,Y,,-12.9600E-3,-20.0000E-3,
Yzero,-3.28000,,-12.9400E-3,0.0,
Probe Atten,10.0000,,-12.9200E-3,0.0,
,,,-12.9000E-3,0.0,
Note,TDS 1001B - 2:26:42 PM   5/3/2018,,-12.8800E-3,0.0,
,,,-12.8600E-3,0.0,
,,,-12.8400E-3,0.0,
,,,-12.8200E-3,0.0,
,,,-12.8000E-3,0.0,
,,,-12.7800E-3,0.0,
,,,-12.7600E-3,0.0,
,,,-12.7400E-3,20.0000E-3,
,,,-12.7200E-3,0.0,
,,,-12.7000E-3,0.0,
,,,-12.6800E-3,0.0,
,,,-12.6600E-3,0.0,
,,,-12.6400E-3,20.0000E-3,
,,,-12.6200E-3,0.0,
,,,-12.6000E-3,0.0,
,,,-12.5800E-3,0.0,
,,,-12.5600E-3,20.0000E-3,
,,,-12.5400E-3,0.0,
,,,-12.5200E-3,20.0000E-3,
,,,-12.5000E-3,0.0,
,,,-12.4800E-3,0.0,
,,,-12.4600E-3,0.0,
,,,-12.4400E-3,0.0,
,,,-12.4200E-3,20.0000E-3,
,,,-12.4000E-3,0.0,
,,,-12.3800E-3,-20.0000E-3,
,,,-12.3600E-3,0.0,
,,,-12.3400E-3,0.0,
,,,-12.3200E-3,0.0,
,,,-12.3000E-3,0.0,
,,,-12.2800E-3,0.0,
,,,-12.2600E-3,-20.0000E-3,
,,,-12.2400E-3,0.0,
,,,-12.2200E-3,0.0,
,,,-12.2000E-3,0.0,
,,,-12.1800E-3,0.0,
,,,-12.1600E-3,0.0,
,,,-12.1400E-3,0.0,
,,,-12.1200E-3,0.0,
,,,-12.1000E-3,0.0,
,,,-12.0800E-3,0.0,
,,,-12.0600E-3,0.0,
,,,-12.0400E-3,0.0,
,,,-12.0200E-3,0.0,
,,,-12.0000E-3,0.0,
,,,-11.9800E-3,0.0,
,,,-11.9600E-3,0.0,
,,,-11.9400E-3,0.0,
,,,-11.9200E-3,0.0,
,,,-11.9000E-3,0.0,
,,,-11.8800E-3,0.0,
,,,-11.8600E-3,-20.0000E-3,
,,,-11.8400E-3,0.0,
,,,-11.8200E-3,0.0,
,,,-11.8000E-3,0.0,
,,,-11.7800E-3,0.0,
,,,-11.7600E-3,0.0,
,,,-11.7400E-3,0.0,
,,,-11.7200E-3,0.0,
,,,-11.7000E-3,20.0000E-3,
,,,-11.6800E-3,0.0,
,,,-11.6600E-3,0.0,
,,,-11.6400E-3,-20.0000E-3,
,,,-11.6200E-3,-20.0000E-3,
,,,-11.6000E-3,0.0,
,,,-11.5800E-3,-20.0000E-3,
,,,-11.5600E-3,-20.0000E-3,
,,,-11.5400E-3,0.0,
,,,-11.5200E-3,0.0,
,,,-11.5000E-3,0.0,
,,,-11.4800E-3,0.0,
,,,-11.4600E-3,0.0,
,,,-11.4400E-3,0.0,
,,,-11.4200E-3,-20.0000E-3,
,,,-11.4000E-3,0.0,
,,,-11.3800E-3,0.0,
,,,-11.3600E-3,-20.0000E-3,
,,,-11.3400E-3,20.0000E-3,
,,,-11.3200E-3,0.0,
,,,-11.3000E-3,0.0,
,,,-11.2800E-3,0.0,
,,,-11.2600E-3,0.0,
,,,-11.2400E-3,0.0,
,,,-11.2200E-3,0.0,
,,,-11.2000E-3,0.0,
,,,-11.1800E-3,-20.0000E-3,
,,,-11.1600E-3,-20.0000E-3,
,,,-11.1400E-3,-20.0000E-3,
,,,-11.1200E-3,0.0,
,,,-11.1000E-3,-20.0000E-3,
,,,-11.0800E-3,0.0,
,,,-11.0600E-3,0.0,
,,,-11.0400E-3,-20.0000E-3,
,,,-11.0200E-3,0.0,
,,,-11.0000E-3,0.0,
,,,-10.9800E-3,0.0,
,,,-10.9600E-3,0.0,
,,,-10.9400E-3,0.0,
,,,-10.9200E-3,20.0000E-3,
,,,-10.9000E-3,-20.0000E-3,
,,,-10.8800E-3,0.0,
,,,-10.8600E-3,0.0,
,,,-10.8400E-3,0.0,
,,,-10.8200E-3,0.0,
,,,-10.8000E-3,0.0,
,,,-10.7800E-3,0.0,
,,,-10.7600E-3,0.0,
,,,-10.7400E-3,0.0,
,,,-10.7200E-3,0.0,
,,,-10.7000E-3,0.0,
,,,-10.6800E-3,-20.0000E-3,
,,,-10.6600E-3,0.0,
,,,-10.6400E-3,0.0,
,,,-10.6200E-3,0.0,
,,,-10.6000E-3,0.0,
,,,-10.5800E-3,20.0000E-3,
,,,-10.5600E-3,0.0,
,,,-10.5400E-3,0.0,
,,,-10.5200E-3,20.0000E-3,
,,,-10.5000E-3,0.0,
,,,-10.4800E-3,0.0,
,,,-10.4600E-3,0.0,
,,,-10.4400E-3,-20.0000E-3,
,,,-10.4200E-3,0.0,
,,,-10.4000E-3,0.0,
,,,-10.3800E-3,0.0,
,,,-10.3600E-3,0.0,
,,,-10.3400E-3,0.0,
,,,-10.3200E-3,0.0,
,,,-10.3000E-3,0.0,
,,,-10.2800E-3,0.0,
,,,-10.2600E-3,0.0,
,,,-10.2400E-3,0.0,
,,,-10.2200E-3,0.0,
,,,-10.2000E-3,0.0,
