-0.000204	0.	0	0
-0.00020379999	-0.008	0	0
-0.00020359999	-0.016	0	0
-0.00020339999	0.	0	0
-0.00020319999	-0.016	0	0
-0.000203	-0.008	0	0
-0.0002028	0.	0	0
-0.0002026	-0.016	0	0
-0.0002024	-0.016	0	0
-0.0002022	0.	0	0
-0.000202	-0.008	0	0
-0.00020179999	-0.008	0	0
-0.00020159999	0.	0	0
-0.00020139999	-0.008	0	0
-0.00020119999	-0.008	0	0
-0.000201	-0.008	0	0
-0.0002008	-0.008	0	0
-0.0002006	0.	0	0
-0.0002004	-0.008	0	0
-0.0002002	-0.016	0	0
-0.00019999999	-0.016	0	0
-0.00019979999	-0.008	0	0
-0.00019959999	0.	0	0
-0.00019939999	0.	0	0
-0.0001992	-0.008	0	0
-0.000199	-0.008	0	0
-0.0001988	-0.008	0	0
-0.0001986	-0.016	0	0
-0.0001984	-0.008	0	0
-0.0001982	-0.016	0	0
-0.00019799999	-0.008	0	0
-0.00019779999	-0.008	0	0
-0.00019759999	-0.008	0	0
-0.00019739999	0.	0	0
-0.0001972	-0.008	0	0
-0.000197	-0.008	0	0
-0.0001968	-0.008	0	0
-0.0001966	0.	0	0
-0.0001964	-0.008	0	0
-0.0001962	-0.008	0	0
-0.00019599999	-0.008	0	0
-0.00019579999	0.	0	0
-0.00019559999	-0.008	0	0
-0.00019539999	-0.008	0	0
-0.0001952	-0.008	0	0
-0.000195	-0.016	0	0
-0.0001948	0.	0	0
-0.0001946	0.	0	0
-0.0001944	-0.016	0	0
-0.00019419999	-0.016	0	0
-0.00019399999	-0.008	0	0
-0.00019379999	-0.008	0	0
-0.00019359999	-0.016	0	0
-0.0001934	0.	0	0
-0.0001932	-0.016	0	0
-0.000193	-0.016	0	0
-0.0001928	0.008	0	0
-0.0001926	-0.008	0	0
-0.0001924	-0.016	0	0
-0.00019219999	-0.008	0	0
-0.00019199999	0.	0	0
-0.00019179999	-0.008	0	0
-0.00019159999	-0.008	0	0
-0.0001914	-0.008	0	0
-0.0001912	-0.008	0	0
-0.000191	0.	0	0
-0.0001908	-0.008	0	0
