760	{{0.14211024517657989, 87988.35208892982, 0.00016446085622035092, 196.70953001243703}, {0.19713706047238383, 61789.091470900894, 0.002896078118019267, 1169.9570261968438}}
770	{{0.14823841401699467, 131204.06015356723, 0.0002221332249849215, 362.72856914187486}, {0.26394310825790684, 87402.8429510455, 0.002414593653614163, 959.9495438286242}}
780	{{0.12287198897194773, 200817.23796892352, 0.0004021899484945751, 532.6622824897556}, {0.25349430704778125, 138604.1021720461, 0.005361390294184147, 2236.399238416275}}
