# Resistivity Experiment v3.0
# 
# Data Acquisition Unit: Agilent Model 34970A
# Start Time: 1:50:47.002 PM 5/24/2018 ; Start Temp: 298.9410 K
# Time (s)   Temp (K)         R1         R2         R3         R4         R5
  564.1760   280.8610   1035.150   2713.990   5.264180   89604.15   26.89115
  565.6750   280.7000   1034.462   2713.832   5.261203   90391.83   26.89089
  567.1680   280.6850   1032.850   2713.686   5.257783   90666.28   26.89032
  568.6680   280.5920   1032.899   2713.623   5.256580   90999.81   26.89064
  570.1760   280.5290   1032.185   2713.616   5.255820   91487.12   26.89096
  571.6700   280.4190   1031.535   2713.604   5.250689   91745.28   26.89007
  573.2190   280.3330   1030.924   2713.730   5.249359   92220.27   26.89083
  574.6790   280.2460   1031.028   2713.743   5.248726   92504.84   26.89051
  576.1680   280.2570   1031.249   2713.711   5.248219   92889.80   26.88975
  577.6740   280.1190   1029.967   2713.756   5.246573   93322.09   26.89045
  579.1770   279.9730   1030.202   2713.737   5.244734   93745.59   26.89058
  580.6750   279.8570   1027.475   2713.800   5.242328   94131.12   26.89102
  582.1740   279.6820   1028.302   2713.939   5.240428   94473.19   26.89026
  583.6750   279.7640   1028.993   2713.978   5.238085   94788.14   26.89051
  585.1740   279.6250   1023.438   2714.022   5.236121   101577.3   26.88994
  586.6690   279.2810   1024.467   2714.104   5.234727   99886.27   26.89020
  588.1750   279.0130   1024.079   2714.269   5.230484   100090.1   26.88994
  589.6740   279.1660   1024.018   2714.427   5.226493   99549.83   26.88975
  591.1690   279.0520   1024.519   2714.567   5.224720   99068.65   26.89020
  592.6680   279.0300   1024.725   2714.700   5.222820   98968.88   26.88988
  594.1750   278.9030   1024.586   2714.706   5.221236   98921.62   26.88994
  595.6750   278.9070   1023.700   2714.706   5.219209   99099.23   26.88956
  597.1670   278.8640   1023.682   2714.738   5.218893   99378.55   26.88963
  598.6750   278.8170   1021.662   2714.770   5.217120   99721.24   26.89026
  600.3270   278.5880   1022.229   2714.884   5.215853   100234.1   26.88982
  601.6730   278.5410   1021.877   2714.922   5.214143   100569.3   26.88982
  603.2220   278.4310   1021.320   2715.048   5.212876   100822.9   26.89026
  604.6780   278.4210   1020.808   2715.118   5.209836   101299.6   26.89026
  606.1670   278.2970   1019.499   2715.181   5.208316   101923.3   26.88918
  607.6680   278.1310   1018.606   2715.270   5.205085   102888.7   26.88849
  609.1730   277.8900   1019.242   2715.340   5.200969   103562.3   26.88874
  610.6750   277.7110   1017.873   2715.384   5.196915   103959.5   26.88918
  612.1740   277.9060   1017.517   2715.486   5.196281   104455.9   26.88880
  613.6730   277.8960   1017.673   2715.555   5.194888   105603.2   26.88906
  615.1730   277.7340   1017.359   2715.581   5.191848   105539.2   26.88868
  616.6730   277.4420   1016.984   2715.650   5.191278   105658.3   26.88849
  618.1730   277.2400   1016.067   2715.726   5.187541   106162.2   26.88963
  619.6670   277.3400   1014.876   2715.790   5.185767   106309.0   26.88912
  621.1670   277.2130   1014.395   2715.885   5.183741   106570.2   26.88931
  622.6740   277.0880   1013.197   2715.980   5.180257   107057.1   26.88899
  624.1740   276.8930   1013.095   2716.075   5.178611   107697.9   26.88887
  625.6730   276.9160   1012.539   2716.189   5.175760   108333.9   26.88887
  627.1740   276.8450   1012.023   2716.315   5.175000   108884.6   26.88906
  628.6740   276.7670   1011.249   2716.303   5.173860   109309.3   26.88944
  630.1730   276.6910   1010.273   2716.569   5.171834   109764.3   26.88868
  631.6740   276.0630   1009.948   2716.689   5.169679   110289.5   26.88899
  633.2250   276.3600   1006.952   2716.797   5.167083   111295.3   26.88868
  634.6820   276.0910   1007.655   2716.898   5.164803   112240.8   26.88893
  636.1730   276.1610   1008.013   2716.981   5.162016   112673.7   26.88855
  637.6740   276.2100   1007.724   2717.095   5.159736   113091.9   26.88798
  639.1710   276.0300   1007.366   2717.184   5.158279   113357.9   26.88906
  640.6720   276.0740   1007.057   2717.222   5.157139   113718.9   26.88906
  642.1720   275.9500   1006.377   2717.247   5.155492   114015.3   26.88836
  643.6660   275.8180   1006.038   2717.317   5.153592   114394.0   26.88823
  645.1730   275.8730   1005.715   2717.380   5.150236   114886.7   26.88798
  646.6660   275.7730   1005.396   2717.450   5.150426   115411.5   26.88811
  648.1730   275.7580   1005.509   2717.507   5.149665   115572.7   26.88811
  649.6730   275.6500   1004.239   2717.564   5.147828   115798.9   26.88716
  651.1720   275.3990   1004.368   2717.665   5.146815   116238.5   26.88798
  652.6740   275.5150   1003.905   2717.722   5.145105   116653.4   26.88747
  654.1720   275.4120   1003.190   2717.741   5.143142   117011.4   26.88811
  655.6700   275.4150   1003.224   2717.881   5.141368   117501.8   26.88741
  657.1730   275.3320   1000.786   2717.963   5.139721   117931.7   26.88760
  658.6640   275.2390   1001.713   2717.957   5.139975   118307.5   26.88804
  660.1730   275.1310   1001.481   2718.064   5.138834   118758.1   26.88747
  661.6730   275.1010   1001.178   2718.109   5.136111   119403.4   26.88830
  663.1650   274.9190   1000.059   2718.204   5.134527   131401.1   26.88722
  664.6810   274.8080   999.6024   2718.267   5.131044   130366.9   26.88747
  666.1730   274.7550   998.9451   2718.356   5.130094   127580.1   26.88747
  667.6710   274.6180   998.7333   2718.445   5.128067   126082.1   26.88811
  669.1730   274.6100   998.7150   2718.527   5.123507   125274.8   26.88811
  670.6730   274.4950   996.7949   2718.609   5.123380   124804.6   26.88716
  672.1710   274.3590   997.3128   2718.749   5.121543   124980.8   26.88760
  673.6730   274.2740   996.8533   2718.882   5.120593   125229.2   26.88703
  675.1640   273.9800   996.3652   2718.945   5.118883   125675.3   26.88804
  676.6830   273.9960   995.2932   2719.021   5.116413   127556.0   26.88792
  678.1720   273.9500   994.2422   2719.160   5.111473   127492.7   26.88703
  679.6740   273.7450   994.4489   2719.256   5.109952   127571.2   26.88741
  681.1710   273.6560   994.1307   2719.294   5.107863   128078.2   26.88652
  682.6710   273.5560   993.4486   2719.408   5.103872   128832.2   26.88671
  684.1700   273.5260   992.6188   2719.471   5.099945   129330.3   26.88741
  685.6720   273.3610   991.2737   2719.604   5.099629   130911.9   26.88621
  687.1630   273.2900   990.0865   2719.737   5.097349   131230.0   26.88640
  688.9460   273.1170   983.2886   2719.775   5.095321   131505.0   26.88633
  690.1710   273.0940   986.6102   2720.168   5.093548   131764.8   26.88671
  691.6710   273.0610   988.9030   2720.269   5.092218   132232.4   26.88627
  693.1700   273.0300   988.4599   2720.339   5.089684   132537.9   26.88627
  694.6710   272.7310   988.8054   2720.352   5.088481   133395.8   26.88627
  696.1690   272.8260   988.2007   2720.421   5.087088   133843.2   26.88614
  697.6690   272.8420   987.7284   2720.510   5.085441   134072.6   26.88697
  699.1710   272.6870   987.8862   2720.529   5.083414   134533.9   26.88614
  700.6700   272.7340   987.7100   2720.624   5.083097   134806.4   26.88728
  702.1720   272.6920   987.4977   2720.668   5.081767   135147.3   26.88602
  703.6710   272.6060   987.2435   2720.662   5.081134   135571.8   26.88564
  705.1700   272.5830   986.6052   2720.707   5.080880   136438.7   26.88671
  706.6710   272.4490   986.1583   2720.757   5.079487   136778.3   26.88583
  708.1690   272.3730   985.7190   2720.821   5.077904   137061.0   26.88640
  709.6700   272.3530   985.6309   2720.878   5.076257   137543.8   26.88507
  711.1620   272.3120   984.5913   2720.909   5.075116   137829.0   26.88526
  712.6690   272.1960   985.1846   2720.973   5.073850   138509.5   26.88583
  714.1640   272.1710   984.4157   2721.068   5.072584   138888.4   26.88570
  715.6720   272.1150   983.9498   2721.188   5.070874   139196.4   26.88570
  717.1700   271.9990   983.8750   2721.220   5.069163   139524.6   26.88583
  718.6700   271.9380   983.2684   2721.264   5.066376   140291.4   26.88678
  720.1700   271.8960   982.5425   2721.385   5.065743   140817.3   26.88583
  721.6640   271.8190   982.8367   2721.429   5.063779   141101.2   26.88602
  723.1620   271.7410   982.1096   2721.441   5.062512   141548.5   26.88532
  724.8020   271.6480   980.5338   2721.537   5.060359   142829.8   26.88551
  726.1820   271.5850   980.6821   2721.727   5.059472   143421.7   26.88589
  727.6720   271.5190   980.1807   2721.739   5.057509   143991.9   26.88640
  729.1700   271.4930   979.7953   2721.854   5.055102   144297.4   26.88469
  730.6630   271.3030   979.5760   2721.942   5.054089   145249.1   26.88532
  732.2420   271.2370   979.1931   2722.050   5.052316   145626.8   26.88551
  733.7440   270.1010   977.8182   2721.549   5.050605   146194.5   26.88500
  735.1630   270.2990   977.0233   2723.792   5.047818   146733.2   26.88538
  736.6720   270.7660   977.5970   2723.817   5.046425   147511.3   26.88494
  738.1700   270.7110   976.3083   2723.513   5.044018   148335.0   26.88469
  739.6780   270.5630   974.8991   2723.387   5.042054   150497.1   26.88494
  741.1710   270.4570   974.2861   2723.330   5.037684   151026.8   26.88513
  742.6700   270.2610   974.2221   2723.285   5.033314   151744.1   26.88494
  744.1770   270.2090   973.7708   2723.266   5.031668   152282.8   26.88481
  745.6760   270.2920   972.9810   2723.285   5.030463   152926.5   26.88475
  747.1760   270.0700   972.4067   2723.273   5.029387   153348.6   26.88431
  748.6690   270.1180   972.5341   2723.330   5.027550   154022.8   26.88418
  750.1690   269.9900   971.9800   2723.374   5.024510   154776.8   26.88399
  751.6760   269.8300   971.3208   2723.412   5.023750   155626.0   26.88450
  753.1690   269.7830   970.9094   2723.513   5.021027   156269.8   26.88361
  754.6720   269.6640   970.3395   2723.608   5.019633   156861.6   26.88450
  756.1670   269.5850   970.1766   2723.691   5.016530   157589.1   26.88469
  757.6700   269.4260   969.5067   2723.748   5.016150   158461.0   26.88507
  759.1690   269.2870   968.6737   2723.913   5.012539   159786.6   26.88431
  760.8960   269.0170   966.4297   2724.065   5.010386   161470.9   26.88412
  762.1770   269.0400   966.3182   2724.198   5.006522   162118.5   26.88399
  763.6770   268.9430   965.3965   2724.350   5.004559   162920.7   26.88342
  765.1690   268.8470   965.3439   2724.514   5.002849   163548.0   26.88367
  766.6770   268.7970   964.6022   2724.578   4.998922   164626.5   26.88317
  768.1750   268.6950   963.7706   2724.781   4.997275   165530.1   26.88336
  769.6750   268.5860   963.5886   2724.914   4.995502   166237.3   26.88304
  771.1750   268.4590   963.1316   2725.015   4.993728   166981.2   26.88279
  772.6750   268.3940   962.4768   2725.091   4.991575   167649.0   26.88272
  774.1770   268.3270   962.2606   2725.199   4.989864   168480.4   26.88234
  775.6770   268.2510   961.8404   2725.351   4.987141   169254.8   26.88291
  777.1750   268.0750   961.0201   2725.402   4.984924   170158.4   26.88317
  778.6770   267.9760   960.5986   2725.535   4.982264   171021.4   26.88279
  780.1770   267.8340   960.4147   2725.642   4.979351   171969.4   26.88260
  782.1670   267.7390   954.6718   2725.839   4.975740   173060.5   26.88348
  783.6690   267.5910   957.3759   2725.883   4.975486   174402.6   26.88234
  785.1750   267.4660   957.7632   2726.099   4.971876   175692.8   26.88203
  786.8930   267.3180   956.7984   2726.213   4.968330   176998.1   26.88165
  788.1850   266.3290   956.3021   2726.308   4.966873   177894.1   26.88196
  789.6700   267.1620   954.7827   2726.479   4.964023   178780.0   26.88253
  791.1690   267.0930   954.8702   2726.587   4.962946   180615.0   26.88152
  792.6650   267.0830   954.9259   2726.707   4.961172   180978.8   26.88152
  794.1740   267.0830   954.3110   2726.771   4.958956   181157.5   26.88127
  795.6730   267.0030   954.3117   2726.865   4.958893   181413.5   26.88203
  797.4910   266.9030   954.1431   2726.948   4.956993   182063.6   26.88171
  798.6660   266.8300   953.4578   2726.986   4.955662   182576.9   26.88133
  800.1660   266.7510   953.1117   2727.081   4.955092   183262.5   26.88247
  801.6660   266.6400   952.7244   2727.170   4.953065   183987.4   26.88165
  803.1670   266.5870   952.3282   2727.214   4.951419   184674.3   26.88184
  804.6760   266.4580   951.6760   2727.347   4.949011   185487.9   26.88165
  806.1740   266.3740   950.9096   2727.436   4.947175   187335.7   26.88101
  807.9650   266.1940   950.1204   2727.588   4.945021   188121.4   26.88114
  809.1740   266.2780   949.8947   2727.702   4.942362   188644.8   26.88190
  810.6730   266.1320   949.3179   2727.810   4.940968   189317.8   26.88044
  812.1660   266.0510   948.6846   2727.924   4.938941   190122.5   26.88139
  813.7500   265.9080   948.3569   2728.063   4.937294   191317.6   26.88108
  815.1660   265.7210   947.7744   2728.133   4.935457   192938.5   26.88101
  816.6610   265.5910   946.4198   2728.298   4.931341   194141.2   26.88095
  818.2430   265.3660   945.1418   2728.431   4.928301   195226.0   26.88108
  819.6630   265.2070   944.1371   2728.564   4.925260   196698.6   26.88063
  821.1660   265.0870   943.4880   2728.830   4.922220   197988.8   26.87994
  822.6690   265.1180   943.0988   2728.969   4.920890   199303.0   26.88070
  824.1620   264.9710   942.1479   2729.109   4.917216   200315.6   26.87899
  825.6680   264.8430   942.3045   2729.254   4.913986   201470.1   26.88025
  827.1680   264.6570   939.4844   2729.394   4.911706   202866.7   26.87943
  828.6640   264.6130   938.4283   2729.540   4.909806   204084.6   26.87937
  830.1650   264.4190   938.0055   2729.717   4.907082   205192.2   26.87937
  831.6740   264.3330   939.2606   2729.894   4.905499   206673.8   26.87911
  833.1740   264.2880   938.3992   2730.053   4.903472   207933.5   26.87962
  834.6670   264.2870   938.1513   2730.205   4.901255   208847.2   26.87949
  836.1670   264.1650   937.9586   2730.312   4.899609   209483.4   26.87835
  837.6740   264.1570   937.9523   2730.382   4.898088   210276.8   26.87867
  839.1730   264.0390   937.4153   2730.420   4.896569   211147.4   26.87854
  840.6730   264.0040   937.1745   2730.541   4.893402   212397.0   26.87918
  842.1730   263.9390   936.4689   2730.648   4.890994   213190.3   26.87886
  843.7530   263.7740   935.8668   2730.788   4.889157   214036.9   26.87835
  845.1590   263.6900   935.1999   2730.883   4.886371   214959.5   26.87848
  846.6660   263.5120   934.8690   2730.997   4.882064   216082.3   26.87823
  848.1610   263.4150   934.6180   2731.124   4.877250   217591.7   26.87886
  849.6640   263.3650   933.2837   2731.244   4.877693   218969.3   26.87886
  851.1720   263.2490   932.9667   2731.364   4.876617   220202.5   26.87810
  852.6650   263.1840   931.9062   2731.535   4.873894   221715.6   26.87810
  854.1720   263.0760   931.5912   2731.668   4.872563   222806.8   26.87753
  855.6670   262.9700   931.3699   2731.814   4.871107   223614.1   26.87810
  857.1650   262.9060   930.7316   2731.896   4.869650   224608.9   26.87797
  858.6650   262.7430   930.2493   2732.055   4.867180   225691.2   26.87861
  860.1660   262.6800   929.8093   2732.131   4.866420   226983.9   26.87810
  861.6680   262.6520   929.2965   2732.264   4.864012   227905.2   26.87778
  863.1650   262.5340   929.0601   2732.365   4.863633   228853.2   26.87785
  864.6730   262.5170   928.4781   2732.492   4.861099   229897.5   26.87728
  866.2370   262.4660   927.9692   2732.594   4.860086   230823.9   26.87772
  867.6640   262.3940   927.5400   2732.669   4.858185   231676.8   26.87652
  869.1640   262.2090   926.6805   2732.777   4.855588   233025.2   26.87766
  870.6680   261.9630   926.0307   2732.936   4.853182   234378.7   26.87728
  872.2370   261.9120   925.0203   2733.132   4.849382   236125.1   26.87721
  873.7530   261.8140   924.5905   2733.271   4.847545   237653.5   26.87677
  875.2370   261.7120   923.4977   2733.417   4.846278   238837.2   26.87696
  876.6640   261.6070   923.5605   2733.544   4.843112   240222.3   26.87620
  878.1640   261.5400   922.7928   2733.671   4.840831   241388.3   26.87588
  880.2880   261.3770   922.1405   2733.873   4.838361   243134.7   26.87683
  881.6660   261.2680   921.4236   2733.969   4.836778   244815.1   26.87563
  883.1660   261.1710   920.6541   2734.095   4.834117   245810.0   26.87626
  884.6640   261.0100   920.3764   2734.285   4.832534   246968.3   26.87740
  886.1640   252.7910   919.7819   2735.103   4.831837   248999.8   26.87601
  887.6660   258.1980   919.2994   2735.229   4.828607   250102.4   26.87576
  889.1640   260.5480   918.6776   2735.210   4.825884   251217.6   26.87594
  890.6720   260.6540   918.0463   2735.179   4.824236   252407.7   26.87614
  892.2360   260.5610   917.7629   2735.223   4.821577   253574.9   26.87576
  893.6660   260.4590   917.1918   2735.255   4.819677   254941.0   26.87487
  895.2360   260.3670   916.6935   2735.381   4.816953   256434.0   26.87531
  896.6640   260.2330   915.9988   2735.495   4.814166   258028.2   26.87512
  898.1620   260.1680   914.7589   2735.584   4.811949   259717.6   26.87538
  899.7360   260.0920   914.7741   2735.723   4.809606   261195.3   26.87506
  901.2930   259.9640   914.2290   2735.857   4.808149   263060.8   26.87474
  902.6750   259.8240   913.1552   2735.952   4.804855   264585.4   26.87392
  904.1630   259.7600   912.7850   2736.085   4.803209   266003.5   26.87398
  905.6640   259.6450   912.3330   2736.224   4.800422   267725.8   26.87398
  907.1630   259.5320   911.3847   2736.389   4.798522   269410.1   26.87443
  908.6640   259.3960   910.8073   2736.573   4.795988   271516.3   26.87417
  910.1650   259.3050   910.4111   2736.750   4.793835   272662.1   26.87404
  911.7880   259.2150   910.0161   2736.908   4.787881   274132.1   26.87354
  913.1670   259.1130   909.3138   2737.010   4.788134   275427.3   26.87322
  914.6560   259.0640   908.6780   2737.156   4.785854   276522.3   26.87405
  916.1630   258.9630   908.1500   2737.314   4.783068   277793.4   26.87278
  917.6650   258.8960   907.7285   2737.396   4.781800   278887.1   26.87360
  919.1550   258.7970   907.3380   2737.510   4.779647   280230.5   26.87411
  920.6630   258.7040   906.9291   2737.650   4.778633   281803.2   26.87366
  922.2850   258.5650   906.2984   2737.802   4.777240   283648.5   26.87322
  923.6630   258.5960   905.7386   2737.909   4.774897   284899.3   26.87348
  925.1610   258.4290   905.0858   2738.062   4.772046   286397.3   26.87303
  926.7470   258.3450   904.2344   2738.207   4.771223   287797.7   26.87404
  928.1650   258.2740   904.0969   2738.340   4.769767   289084.0   26.87278
  929.6590   258.1290   903.3381   2738.486   4.767549   291063.6   26.87297
  931.1650   258.0510   902.6199   2738.613   4.765460   292504.5   26.87196
  932.6670   257.9680   902.4431   2738.759   4.764319   293775.7   26.87316
  934.2700   257.8770   902.0380   2738.854   4.762419   295263.5   26.87303
  935.7530   257.9150   901.6558   2738.974   4.760709   296211.5   26.87132
  937.2380   257.8260   901.5417   2739.094   4.759569   297025.1   26.87284
  938.8110   257.7820   901.1683   2739.183   4.757479   297859.0   26.87183
  940.1830   257.6870   900.2270   2739.278   4.756022   299230.2   26.87234
  941.6770   257.6120   900.2701   2739.361   4.754502   300344.2   26.87253
  943.1910   257.5220   899.7712   2739.493   4.752855   301597.6   26.87208
  944.6540   257.3500   899.1608   2739.576   4.751336   302965.0   26.87119
  946.1630   257.3140   898.9390   2739.753   4.750765   304331.2   26.87164
  947.6690   257.2370   898.2994   2739.899   4.747598   305920.4   26.87107
  949.2330   257.1180   897.5900   2740.026   4.746268   307394.3   26.87158
  950.6620   257.0200   897.3897   2740.140   4.743545   309239.5   26.87164
  952.1620   256.9140   896.5194   2740.292   4.740758   310786.9   26.87183
  953.6620   256.8600   896.4744   2740.412   4.738224   312348.3   26.87031
  955.1620   256.7490   895.0754   2740.571   4.737021   314558.5   26.87132
  956.7330   256.6970   894.9156   2740.748   4.733727   315985.5   26.87044
  958.4060   256.6260   894.2856   2740.843   4.733221   317418.8   26.87063
  959.6620   256.5260   893.8102   2740.995   4.730560   318665.9   26.87012
  961.1610   256.4480   893.8691   2741.115   4.728470   320106.8   26.87094
  962.6550   256.2740   893.4045   2741.236   4.727203   322056.0   26.87031
  964.2320   256.1740   892.8840   2741.363   4.724353   323863.2   26.86993
  965.6610   256.0840   891.9681   2741.502   4.722073   325399.2   26.86999
  967.1600   256.0130   891.5466   2741.546   4.721249   326968.1   26.86955
  968.7340   255.9510   891.2239   2743.257   4.719603   328030.2   26.86999
  970.1600   255.9440   890.4733   2743.251   4.716816   329084.6   26.86987
  971.7330   256.0080   890.6343   2742.966   4.716816   330016.1   26.86987
  973.1600   255.9610   890.7022   2742.801   4.716310   330784.1   26.86993
  974.6620   255.8800   890.4746   2742.630   4.714853   331713.0   26.86961
  976.1600   255.7810   890.0125   2742.554   4.714093   332677.4   26.86885
  977.6600   255.7050   889.2391   2742.529   4.712446   333761.0   26.86961
  979.1610   255.6310   889.2797   2742.541   4.710862   335242.5   26.86961
  980.6620   255.5140   888.8367   2742.617   4.709533   336552.9   26.86860
  982.1620   255.3800   887.8364   2742.687   4.707886   338128.2   26.86949
  984.0680   255.3400   887.4510   2742.795   4.705859   340177.4   26.86993
  985.1600   255.2660   887.2449   2742.890   4.704085   341309.2   26.86917
  986.7320   255.1640   886.5864   2743.016   4.702629   343072.0   26.86917
  988.1600   255.1110   885.9734   2743.124   4.701045   344732.2   26.86860
  989.6610   255.0750   885.5905   2743.238   4.698955   346234.0   26.86847
  991.1610   254.8770   885.2723   2743.358   4.697815   347642.0   26.86898
  992.6620   254.8540   885.2026   2743.441   4.695408   349101.9   26.86809
  994.1600   254.7690   884.5389   2743.568   4.694015   350265.3   26.86835
  995.6610   254.7420   884.1617   2743.688   4.691291   351767.1   26.86854
  997.1600   254.7190   883.8188   2743.802   4.690404   353331.0   26.86790
  998.6590   254.5780   883.2179   2743.941   4.688758   355209.2   26.86860
  1000.159   254.3760   882.4927   2744.087   4.687047   357803.4   26.86815
  1001.660   254.2860   881.7092   2744.233   4.684704   359949.0   26.86708
  1003.159   254.1800   880.8332   2744.360   4.681030   362303.7   26.86746
  1004.995   254.0550   880.3013   2744.556   4.678117   364825.6   26.86815
  1006.159   253.9800   879.8735   2744.733   4.676913   366274.2   26.86689
  1007.659   253.9620   879.6814   2744.866   4.675520   368526.2   26.86727
  1009.160   253.8690   878.9670   2745.050   4.672924   369974.8   26.86683
  1010.660   253.8170   878.7806   2745.209   4.670833   371537.4   26.86702
  1012.161   253.7710   878.2862   2745.297   4.670136   372998.6   26.86714
  1013.654   253.5900   877.5097   2745.443   4.667603   374822.3   26.86683
  1015.154   253.4540   877.0013   2745.595   4.665956   376985.6   26.86657
  1016.660   253.4400   876.4448   2745.716   4.663992   378587.5   26.86702
  1018.160   253.3120   876.0955   2745.868   4.661523   380676.1   26.86606
  1019.659   253.1930   874.9393   2746.077   4.658926   383222.1   26.86556
  1021.160   253.0830   874.3694   2746.260   4.656456   385746.6   26.86588
  1022.660   253.0070   874.2572   2746.394   4.654555   388259.8   26.86575
  1024.163   252.8780   873.3755   2746.583   4.652719   390197.5   26.86530
  1025.661   252.7820   872.9007   2746.723   4.650502   392353.2   26.86455
  1027.160   252.7600   872.8893   2746.844   4.649235   394105.9   26.86594
  1028.661   252.7060   872.4772   2747.002   4.646511   395861.1   26.86511
  1030.159   252.6360   872.0671   2747.128   4.645561   397520.1   26.86518
  1031.660   252.5440   871.5251   2747.230   4.643725   398944.6   26.86511
  1033.158   252.4960   871.1233   2747.319   4.642395   400478.0   26.86467
  1034.659   252.4350   870.7354   2747.433   4.640241   401848.0   26.86499
  1036.159   252.3100   870.7385   2747.559   4.639608   403447.3   26.86448
  1037.660   252.2520   870.1832   2747.674   4.637011   404931.4   26.86473
  1039.158   252.2110   870.0203   2747.788   4.636314   406570.0   26.86461
  1040.659   252.1960   869.4777   2747.902   4.635998   407998.3   26.86461
  1042.158   252.1130   869.2818   2748.003   4.633971   409275.8   26.86404
  1043.658   252.1150   869.1525   2748.047   4.632324   410045.0   26.86436
  1045.158   252.0950   868.8419   2748.098   4.632134   411266.7   26.86473
  1046.659   251.9470   868.3398   2748.199   4.630297   412342.7   26.86448
  1048.159   251.9460   868.1535   2748.333   4.629537   413944.6   26.86378
  1049.659   251.8740   867.9069   2748.421   4.627637   415532.5   26.86404
  1051.160   251.8040   867.3351   2748.529   4.626877   417472.8   26.86410
  1052.650   251.7090   866.8433   2748.630   4.624913   418769.3   26.86404
  1054.166   251.6900   866.4274   2748.776   4.625040   420120.3   26.86328
  1055.652   251.5530   866.2867   2748.884   4.622950   421989.6   26.86442
  1057.150   251.5080   865.8379   2749.004   4.621176   423509.1   26.86391
  1058.652   251.4550   864.2430   2749.074   4.620226   424989.3   26.86423
  1060.157   251.4060   864.6342   2749.175   4.617693   426391.0   26.86309
  1061.961   251.2200   864.1169   2749.277   4.616743   428335.1   26.86347
  1063.160   251.1930   864.1435   2749.372   4.615096   430000.3   26.86264
  1064.657   251.1280   863.9882   2749.530   4.613576   431835.4   26.86296
  1066.149   251.0650   863.3683   2749.650   4.611866   433616.0   26.86347
  1067.651   251.0060   863.0652   2749.796   4.610409   435482.8   26.86233
  1069.156   250.9420   862.7705   2749.872   4.608635   437084.7   26.86220
  1070.658   250.8830   862.0580   2749.992   4.606925   439016.1   26.86264
  1072.157   250.7830   861.8469   2750.106   4.606292   440893.0   26.86277
  1073.655   250.7620   861.5383   2750.227   4.604202   442906.8   26.86246
  1075.156   250.7140   861.0926   2750.366   4.601225   444669.6   26.86271
  1076.650   250.5280   860.5386   2750.506   4.600528   446377.9   26.86283
  1078.157   250.4570   860.2895   2750.639   4.599199   448188.9   26.86208
  1079.656   250.4450   860.0442   2750.696   4.597425   450003.8   26.86220
  1081.157   250.4350   859.7792   2750.854   4.596411   451425.7   26.86163
  1082.669   250.3400   859.3069   2750.949   4.596158   453044.1   26.86106
  1084.161   250.2950   858.8885   2751.070   4.593688   454883.0   26.86119
  1085.655   250.2680   858.7092   2751.139   4.592295   456021.0   26.86056
  1087.155   250.2240   858.3384   2751.253   4.591724   457100.8   26.86106
  1088.655   250.1250   858.1285   2751.323   4.590458   458569.6   26.86119
  1090.155   250.0950   857.7634   2751.431   4.589001   460257.7   26.86100
  1091.655   250.0050   857.4066   2751.500   4.587481   462157.4   26.86056
  1093.155   249.9240   857.0383   2751.646   4.586720   463907.6   26.86100
  1094.656   249.8100   856.4640   2751.760   4.584440   465733.8   26.86100
  1096.157   249.6910   856.0887   2751.868   4.582477   468116.4   26.85999
  1097.649   249.6310   855.5004   2752.026   4.581210   470773.9   26.86094
  1099.155   249.6140   855.0973   2752.191   4.579817   472560.9   26.86068
  1100.656   249.5460   854.7639   2752.292   4.578234   474525.2   26.86049
  1102.155   249.5010   854.3994   2752.438   4.575763   476365.4   26.86036
  1103.649   249.4190   853.9626   2752.495   4.574306   478541.4   26.86005
  1105.157   249.3480   853.5906   2752.609   4.573547   480207.9   26.85961
  1106.656   249.2520   853.1804   2752.774   4.571393   482062.0   26.86056
  1108.155   249.1820   853.0707   2752.869   4.569999   483914.8   26.85954
  1109.657   249.1030   852.2651   2753.009   4.567593   485662.5   26.85948
  1111.155   249.0710   852.0819   2753.116   4.567340   487605.3   26.86024
  1112.650   249.0060   851.9881   2753.249   4.565250   489223.7   26.85961
  1114.169   248.9660   851.6819   2753.351   4.564553   491046.1   26.85986
  1115.655   248.9260   851.3517   2753.395   4.563856   492478.1   26.86024
  1117.155   248.8530   851.0556   2753.528   4.562716   493878.6   26.86024
  1118.987   248.8360   850.7932   2753.661   4.562082   495431.0   26.85922
  1120.154   248.7950   850.7431   2753.686   4.560689   496613.4   26.85986
  1121.655   248.7490   850.4509   2753.775   4.558599   498058.2   26.85859
  1123.156   248.7200   849.9723   2753.820   4.559169   499108.8   26.85922
  1125.148   248.6400   849.8170   2753.952   4.557269   500817.1   26.85929
  1126.658   248.6170   849.7270   2754.041   4.556509   502066.7   26.85878
  1128.163   248.5800   849.3220   2754.136   4.554988   503137.6   26.85897
  1129.727   248.5090   848.9663   2754.174   4.553215   504450.6   26.85884
  1131.157   248.4770   848.7057   2754.250   4.552455   505614.0   26.85834
  1132.726   248.3430   848.4554   2754.333   4.552456   507503.6   26.85770
  1134.257   248.3300   848.0801   2754.459   4.551631   509241.0   26.85827
  1135.654   248.2950   847.7119   2754.561   4.549921   510669.3   26.85226
  1137.156   248.2000   847.4601   2754.643   4.548465   512508.2   26.85587
  1138.654   248.1480   847.1901   2754.757   4.548022   514345.8   26.85726
  1140.226   248.0230   846.7864   2754.897   4.546185   516757.6   26.85713
  1141.655   248.0090   846.3078   2755.011   4.544158   518540.7   26.85796
